shipping_date,seller_name,buyer_name,buyer_address,buyer_city,buyer_zipcode,kode_resi
2022-01-10,Gardha Komputer,Bayu Virgan Triyatno,Jl Kota Denpasarkpapan 29-31,Jakarta Selatan,15536,151–2022-01-07–2022-01-10–27–85
2022-01-10,Aksesmandiri.ID,Edy Kosasih,Jl Pd Kelapa Raya Bl BI-4 B-C RT 005/04 Pondok Kelapa,Jakarta Selatan,16647,633–2022-01-09–2022-01-10–82–77
2022-01-10,PT Harmoni Danatek Solusindo,Andang Bachtiar,Jl Kedoya Akasia V Bl B/6 RT 006/04,Jakarta Utara,15394,396–2022-01-09–2022-01-10–12–57
2022-01-10,TOKO BESI TIMUR JAYA,Edy Susanto,Jl Gaperta Ujung 58,Sumatera Utara,16887,638–2022-01-09–2022-01-10–84–17
2022-01-10,Raja Stationery,Edy Kosasih,Jl Pd Kelapa Raya Bl BI-4 B-C RT 005/04 Pondok Kelapa,Jakarta Selatan,16647,34–2022-01-08–2022-01-10–82–67
2022-01-10,Blueprint Indonesia,Ewik Hendri,Jl Jawa V Bl C/24,Jakarta Pusat,16677,243–2022-01-09–2022-01-10–106–108
2022-01-10,AINUN17 SHOP,Andre S Prijono,12550 Workshop ,Jakarta Selatan,15339,709–2022-01-07–2022-01-10–21–72
2022-01-10,Modejacloth,Fabian Gelael,Jl Prof Surya Sumantri 16,Kota Bandung,16319,409–2022-01-09–2022-01-10–108–137
2022-01-10,Aerostreet,Andi Zainal A. Dulung,Jl Pagesangan IV 41,Kota Pasuruan,16529,126–2022-01-09–2022-01-10–17–120
2022-01-11,Batik MasTri Solo,JENNY WIDJAJA,Jl Hayam Wuruk 120,Jakarta Barat,15841,611–2022-01-08–2022-01-11–116–130
2022-01-11,simplicityapparel,Elsa Djauhari,Jl Ngagel Tirtosari 19,Kota Pasuruan,16072,401–2022-01-10–2022-01-11–92–154
2022-01-11,SUN INDONESIA,Andi Zainal A. Dulung,Jl Pagesangan IV 41,Kota Pasuruan,16529,598–2022-01-09–2022-01-11–17–83
2022-01-11,Health&Beauty Solution,Isenta Hioe,Jl Mandiri 9,Jakarta Barat,17224,236–2022-01-10–2022-01-11–114–86
2022-01-11,AppShoppe,Muhammad Aksa Mahmud,Jl Raya Semarang-Purwodadi Km 17 Semarang,Kota Solo,15494,415–2022-01-10–2022-01-11–126–90
2022-01-11,House of Smith Official,Andi Gunawan Wibowo,Jl H Dilun Raya 113 Kel Ulujami Kec Pesanggrahan,Jakarta Utara,16276,659–2022-01-10–2022-01-11–15–118
2022-01-11,Dear Meee,Andhika Anindyaguna Hermanto,Jl Iskandarsyah II 2 Pasaraya Blok M,Jakarta Utara,15174,513–2022-01-10–2022-01-11–13–52
2022-01-11,erjucom,Hiramsyah Sambudhy Thaib,Jl Tmn Apsari 9 C,Kota Pasuruan,15419,228–2022-01-09–2022-01-11–111–14
2022-01-11,Citra Selaras Supliyer,Darmawansjah Setiawan,Jl Raya Bekasi Km 25/95,Jakarta Pusat,16825,632–2022-01-09–2022-01-11–70–97
2022-01-11,Belanja Elektronik,Irwan Hermanto,Jl Albaido I 29-30,Jakarta Barat,15246,647–2022-01-10–2022-01-11–113–8
2022-01-11,House of Smith Official,Christian Parlaungan Mulyanto,Jl Cipaku I 43,Jakarta Pusat,16393,679–2022-01-08–2022-01-11–60–118
2022-01-11,AINUN17 SHOP,David Kristian,Jl Gedeh 30-A,Sumatera Utara,15313,49–2022-01-08–2022-01-11–81–72
2022-01-11,DBR Premium,BELLYANAWATY BUDIMAN,Jl Pangkalan,Jakarta Selatan,15508,35–2022-01-08–2022-01-11–32–100
2022-01-11,Make Over Official Shop,Muddai Madang,Jl Nibung Raya 129,Sumatera Utara,16421,341–2022-01-09–2022-01-11–123–224
2022-01-11,PANDA RETAIL SOLUTIONS,Darmo Suwito Barwin,Jl Jelambar Ilir 2,Jakarta Pusat,15353,380–2022-01-08–2022-01-11–73–60
2022-01-11,Waroeng Bako Depok,Bob Yanuar,Jl RS Fatmawati 15 Golden Plaza Bl I/1-2,Jakarta Pusat,16250,350–2022-01-09–2022-01-11–52–101
2022-01-11,DBR Premium,Andre Abdi,Jl Mangga Besar XIII RT 12/02,Jakarta Selatan,15173,33–2022-01-08–2022-01-11–19–100
2022-01-11,onesix16,Beata Ida Hartono,Jl Tj Batu 21 J/11,Kota Pasuruan,16975,12–2022-01-08–2022-01-11–28–152
2022-01-11,Deli office automative,Ben Morice,Jl Kembang Indah Utama Bl J-2 A/16-17,Jakarta Selatan,15951,564–2022-01-08–2022-01-11–33–64
2022-01-11,Hs stationary and fancy,Johan Arifkaja Adi Lesmana,Jl Kertanegara 4,Jakarta Barat,16588,417–2022-01-09–2022-01-11–117–80
2022-01-11,Freestyle-Official,Benny Tenges,Jl Gn Rahayu 1 A,Kota Bandung,16993,565–2022-01-09–2022-01-11–40–119
2022-01-11,Moxie Inconspiracy,Andiko Ardi Purnomo,Jl Cipinang Cempedak II 14,Jakarta Selatan,16266,585–2022-01-09–2022-01-11–18–136
2022-01-12,ONLYSNEAKERS.ID,Hioe Isenta,Jl Pekayon 4,Jakarta Barat,16966,211–2022-01-09–2022-01-12–109–143
2022-01-12,MR12 Office,Hioe Isenta and Ivy Lianawati,Jl Raya Alternatif Cibubur 23,Jakarta Pusat,17067,116–2022-01-11–2022-01-12–110–103
2022-01-12,Tentronics,Andre S Prijono,12550 Workshop ,Jakarta Selatan,15339,158–2022-01-09–2022-01-12–21–54
2022-01-12,Oxihom,Muhammad Agus,Jl Balai Rakyat 3 RT 001/01,Jakarta Selatan,16710,191–2022-01-11–2022-01-12–125–15
2022-01-12,TOKO BESI TIMUR JAYA,Allan Tjahja Tjao,Jl Denai 40,Sumatera Utara,15934,343–2022-01-09–2022-01-12–1–17
2022-01-12,LUXEWARES,Bernie Prajoga,Jl Casa 2,Kota Bandung,16858,87–2022-01-10–2022-01-12–44–19
2022-01-12,House of Smith Official,Amaluddin Djambak,Jl Raya Kosambi 8,Jakarta Barat,15683,485–2022-01-09–2022-01-12–8–118
2022-01-12,Armani_collection.,Daswi Rayawang,Jl Sunan Giri 1 RT 012/15,Jakarta Pusat,17037,715–2022-01-09–2022-01-12–79–121
2022-01-12,Online Kios,Bing Gondosubroto,Jl Prof Dr Latumeten 23,Jakarta Pusat,16339,600–2022-01-09–2022-01-12–49–68
2022-01-12,USFA-STORE,Daswi Rayawang,Jl Sunan Giri 1 RT 012/15,Jakarta Pusat,17037,394–2022-01-11–2022-01-12–79–126
2022-01-12,Belanja Elektronik,Johan T. Gilbert,Jl Pluit Mas Raya VI A Bl G/9,Jakarta Barat,16577,648–2022-01-09–2022-01-12–119–8
2022-01-12,Vidi Surya Elektrik,Johan Arifkaja Adi Lesmana,Jl Kertanegara 4,Jakarta Barat,16588,235–2022-01-10–2022-01-12–117–47
2022-01-12,Electron,Ewik Hendri,Jl Jawa V Bl C/24,Jakarta Pusat,16677,200–2022-01-09–2022-01-12–106–73
2022-01-12,Satu Elektronik,Johan Arifkaja Adi Lesmana,Jl Kertanegara 4,Jakarta Barat,16588,265–2022-01-10–2022-01-12–117–25
2022-01-12,HNA-houseware,Darwin Silalahi,Jl Banyumanik Raya 77,Kota Solo,17056,691–2022-01-09–2022-01-12–76–50
2022-01-12,SanRes,Bengt Carl Gustav Thornberg,Jl Arteri Mangga Dua Raya Pus Perdag Psr Pagi Mangga Dua Bl B/132,Jakarta Selatan,16702,75–2022-01-09–2022-01-12–35–142
2022-01-12,DELTONS Official Store,Ance Anggraeny,Jl Garuda Dlm I Bl B/47,Kota Bandung,16576,345–2022-01-11–2022-01-12–11–94
2022-01-12,SORU Indonesia,Hioe Isenta and Ivy Lianawati,Jl Raya Alternatif Cibubur 23,Jakarta Pusat,17067,528–2022-01-09–2022-01-12–110–3
2022-01-12,DELTONS Official Store,Andhika Anindyaguna Hermanto,Jl Iskandarsyah II 2 Pasaraya Blok M,Jakarta Utara,15174,510–2022-01-09–2022-01-12–13–94
2022-01-12,Starco Official Store,Edy Kusnadi,Jl Depsos Raya 42 B RT 008/01,Jakarta Selatan,17100,295–2022-01-11–2022-01-12–83–7
2022-01-12,LUXEWARES,Elvina Jonas Jahja,Jl Kayu Putih 7 A 8 Pulo Gadung,Jakarta Pusat,17050,641–2022-01-11–2022-01-12–94–19
2022-01-12,Lalulaku,Fabian Gelael,Jl Prof Surya Sumantri 16,Kota Bandung,16319,467–2022-01-10–2022-01-12–108–6
2022-01-12,Indah Jaya Tools,Andre S Prijono,12550 Workshop ,Jakarta Selatan,15339,493–2022-01-10–2022-01-12–21–20
2022-01-13,VICTORY FILTER16,Hiramsyah Sambudhy Thaib,Jl Tmn Apsari 9 C,Kota Pasuruan,15419,622–2022-01-10–2022-01-13–111–1
2022-01-13,Prepp Studio Official Store,Bimo Pramudyo Soekarno,Jl Mutiara I 10,Jakarta Pusat,16667,152–2022-01-12–2022-01-13–47–134
2022-01-13,SEDANA AMERTA,Christanto Santoso,JL. Kesehatan No. 3,Kota Sorong,17104,138–2022-01-10–2022-01-13–56–58
2022-01-13,Belanja Elektronik,Darmo Suwito Barwin,Jl Jelambar Ilir 2,Jakarta Pusat,15353,516–2022-01-11–2022-01-13–73–8
2022-01-13,DELTONS Official Store,Beata Ida Hartono,Jl Tj Batu 21 J/11,Kota Pasuruan,16975,490–2022-01-12–2022-01-13–28–94
2022-01-13,SanRes,Andiko Ardi Purnomo,Jl Cipinang Cempedak II 14,Jakarta Selatan,16266,474–2022-01-11–2022-01-13–18–142
2022-01-13,MOJO_FASHION,Efendi Boedhiman,Jl Pejaten Brt 10 A,Jakarta Selatan,16965,111–2022-01-11–2022-01-13–86–148
2022-01-13,Blueprint Indonesia,Evi Yulisma Harahap,Jl Kerinci 19,Jakarta Pusat,16526,452–2022-01-10–2022-01-13–104–108
2022-01-13,Tissor Official,David Alexander Yuwono,Jl Dr Cipto 48 A,Kota Solo,15318,434–2022-01-10–2022-01-13–80–62
2022-01-13,Zazah Queen,Bengt Carl Gustav Thornberg,Jl Arteri Mangga Dua Raya Pus Perdag Psr Pagi Mangga Dua Bl B/132,Jakarta Selatan,16702,433–2022-01-10–2022-01-13–35–27
2022-01-13,Saku Official,JENNY WIDJAJA,Jl Hayam Wuruk 120,Jakarta Barat,15841,395–2022-01-11–2022-01-13–116–110
2022-01-13,Belanja Elektronik,Darminto,Jl Sukanagara 21,Kota Bandung,16297,649–2022-01-12–2022-01-13–71–8
2022-01-13,TOKO BESI TIMUR JAYA,JENNY WIDJAJA,Jl Hayam Wuruk 120,Jakarta Barat,15841,312–2022-01-11–2022-01-13–116–17
2022-01-13,onesix16,Amalia,Jl Paseban 3 C,Jakarta Barat,16456,382–2022-01-10–2022-01-13–6–152
2022-01-13,TJJ shop,Ananda Soewono,Jl Gorontalo 9,Jakarta Utara,16147,264–2022-01-10–2022-01-13–10–2
2022-01-13,Batik MasTri Solo,Andi Pravidia Saliman,Jl Angkasa Bl B-7/8,Jakarta Utara,15829,274–2022-01-12–2022-01-13–16–130
2022-01-13,Putra Jaya 88,Hioe Isenta and Ivy Lianawati,Jl Raya Alternatif Cibubur 23,Jakarta Pusat,17067,355–2022-01-11–2022-01-13–110–13
2022-01-13,Starco Official Store,Daswi Rayawang,Jl Sunan Giri 1 RT 012/15,Jakarta Pusat,17037,141–2022-01-12–2022-01-13–79–7
2022-01-13,X-Urband Official,Christiana Niowni,Jl Peta 62,Kota Bandung,17147,149–2022-01-10–2022-01-13–64–124
2022-01-14,Freestyle-Official,Alwi Alatas,Jl Tanjung 2,Kota Solo,17087,234–2022-01-12–2022-01-14–4–119
2022-01-14,Water.Online.Shop,Andi Pravidia Saliman,Jl Angkasa Bl B-7/8,Jakarta Utara,15829,713–2022-01-13–2022-01-14–16–55
2022-01-14,StreetWearSupply,Hioe Isenta and Ivy Lianawati,Jl Raya Alternatif Cibubur 23,Jakarta Pusat,17067,406–2022-01-13–2022-01-14–110–138
2022-01-14,Sanhatcollection,BENNY IRSJAD,Jl Dr Setiabudhi 315,Jakarta Selatan,15258,256–2022-01-12–2022-01-14–38–151
2022-01-14,Modejacloth,Benny Tenges,Jl Gn Rahayu 1 A,Kota Bandung,16993,413–2022-01-13–2022-01-14–40–137
2022-01-14,naomystore,Bob Yanuar,Jl RS Fatmawati 15 Golden Plaza Bl I/1-2,Jakarta Pusat,16250,370–2022-01-12–2022-01-14–52–149
2022-01-14,officeXpres,Ance Anggraeny,Jl Garuda Dlm I Bl B/47,Kota Bandung,16576,369–2022-01-11–2022-01-14–11–96
2022-01-14,Putra Jaya 88,Dany Subrata,Jl Metro Permata Bl A-2/33,Jakarta Pusat,15640,28–2022-01-12–2022-01-14–66–13
2022-01-14,VQ TECHNOLOGY,Edy Kosasih,Jl Pd Kelapa Raya Bl BI-4 B-C RT 005/04 Pondok Kelapa,Jakarta Selatan,16647,628–2022-01-13–2022-01-14–82–61
2022-01-14,Deli office automative,Muddai Madang,Jl Nibung Raya 129,Sumatera Utara,16421,431–2022-01-12–2022-01-14–123–64
2022-01-14,Grosir Kitchenware,Alwijaya Aw,Jl Laks L RE Martadinata 279,Jakarta Barat,16844,331–2022-01-12–2022-01-14–5–31
2022-01-14,Eroc Official Store,Alvin Gozali,Jl Kopo Ruko Kopo Permai Bl 6 AR/17,Kota Bandung,16263,548–2022-01-11–2022-01-14–3–59
2022-01-14,Tunas Jaya Indotama,Amalia Aristiningsih,Jl Gn Sahari 51/12 A,Jakarta Barat,16325,487–2022-01-13–2022-01-14–7–111
2022-01-14,GrafikaKita - Tech Official Jakarta,Daswi Rayawang,Jl Sunan Giri 1 RT 012/15,Jakarta Pusat,17037,7–2022-01-13–2022-01-14–79–87
2022-01-14,Deli office automative,Andre Sukendra Atmadja,Jl Laksda M Nazir 11 U,Jakarta Selatan,16483,500–2022-01-11–2022-01-14–22–64
2022-01-14,Waroeng Bako Depok,Edy Susanto,Jl Gaperta Ujung 58,Sumatera Utara,16887,156–2022-01-12–2022-01-14–84–101
2022-01-14,VQ TECHNOLOGY,Darwin Soegiatto,Jl Industri XXIV 988-989,Kota Solo,15213,502–2022-01-12–2022-01-14–77–61
2022-01-14,Razient,Christiana Halim,Jl Mampang Prapatan Raya 18,Jakarta Pusat,17224,250–2022-01-12–2022-01-14–63–112
2022-01-14,SUN INDONESIA,Christian Sandy Rachmat,Jl Tmn Surya,Jakarta Pusat,15476,655–2022-01-12–2022-01-14–61–83
2022-01-14,Solusi Fingerprint,Andi Gunawan Wibowo,Jl H Dilun Raya 113 Kel Ulujami Kec Pesanggrahan,Jakarta Utara,16276,651–2022-01-12–2022-01-14–15–66
2022-01-15,DELTONS Official Store,Hioe Isenta,Jl Pekayon 4,Jakarta Barat,16966,78–2022-01-12–2022-01-15–109–94
2022-01-15,TOKO BESI TIMUR JAYA,Bimo Pramudyo Soekarno,Jl Mutiara I 10,Jakarta Pusat,16667,511–2022-01-13–2022-01-15–47–17
2022-01-15,Aerostreet,Bimo Surono,Jl Lodan 23,Jakarta Pusat,16487,326–2022-01-12–2022-01-15–48–120
2022-01-15,SEDANA AMERTA,Ben Morice,Jl Kembang Indah Utama Bl J-2 A/16-17,Jakarta Selatan,15951,687–2022-01-14–2022-01-15–33–58
2022-01-15,DBR Premium,Edy Susanto,Jl Gaperta Ujung 58,Sumatera Utara,16887,457–2022-01-14–2022-01-15–84–100
2022-01-15,PINZY Official Store,Hioe Isenta,Jl Pekayon 4,Jakarta Barat,16966,699–2022-01-12–2022-01-15–109–11
2022-01-15,inimurah shop,Andre Abdi,Jl Mangga Besar XIII RT 12/02,Jakarta Selatan,15173,463–2022-01-13–2022-01-15–19–76
2022-01-15,X-Urband Official,Danny Tjiu,Jl Tebet Brt I/2,Jakarta Pusat,16429,19–2022-01-12–2022-01-15–65–124
2022-01-15,Sanjaya Stationary,Johan Soedibjo,Jl Probolinggo 5,Jakarta Barat,17273,215–2022-01-14–2022-01-15–118–106
2022-01-15,Goto Living,Ben Morice,Jl Kembang Indah Utama Bl J-2 A/16-17,Jakarta Selatan,15951,260–2022-01-12–2022-01-15–33–36
2022-01-15,Vidi Surya Elektrik,Jenny Elisabeth RG,Jl P Tubagus Angke 11 K-L,Jakarta Barat,15906,5–2022-01-12–2022-01-15–115–47
2022-01-15,Starco Official Store,Emily Stephana Djauhari,Jl Tabanas 22 Kompl Bank,Jakarta Pusat,17000,314–2022-01-13–2022-01-15–98–7
2022-01-15,aldiano22 shop,Darwin Silalahi,Jl Banyumanik Raya 77,Kota Solo,17056,538–2022-01-12–2022-01-15–76–88
2022-01-15,Aerostreet,Betty Ang,Jl Kakap III 25,Jakarta Selatan,17260,153–2022-01-14–2022-01-15–45–120
2022-01-15,Modejacloth,Execorp Limited,Jl Raden Saleh Ruko Metro Permata Bl A-2/33,Jakarta Pusat,15758,714–2022-01-13–2022-01-15–107–137
2022-01-15,snapy,Andi Zainal A. Dulung,Jl Pagesangan IV 41,Kota Pasuruan,16529,367–2022-01-13–2022-01-15–17–81
2022-01-15,ESQA Cosmetics,Darwin Soegiatto,Jl Industri XXIV 988-989,Kota Solo,15213,481–2022-01-14–2022-01-15–77–230
2022-01-15,AppShoppe,Betty Ang,Jl Kakap III 25,Jakarta Selatan,17260,268–2022-01-14–2022-01-15–45–90
2022-01-15,zero plus,Daswi Rayawang,Jl Sunan Giri 1 RT 012/15,Jakarta Pusat,17037,212–2022-01-14–2022-01-15–79–69
2022-01-15,Inteco Official Shop,Andang Bachtiar,Jl Kedoya Akasia V Bl B/6 RT 006/04,Jakarta Utara,15394,290–2022-01-14–2022-01-15–12–37
2022-01-15,lapak atk,Aluinanto Sandjojo,Jl Inspeksi Saluran Kalimalang 9 A-B,Jakarta Pusat,16035,509–2022-01-12–2022-01-15–2–92
2022-01-15,Miisoo Official Shop,Evert Jimmy Lengkong,Jl Jend Urip Sumohardjo 31 E,Jakarta Pusat,17061,40–2022-01-12–2022-01-15–101–5
2022-01-16,House of Smith Official,BEATRICE EL,Jl Kb Jeruk 10,Jakarta Selatan,17233,363–2022-01-13–2022-01-16–30–118
2022-01-16,Human Greatness Labs,Christian Sugiarto,Jl Cikini Raya 90 Hias Rias Plaza,Jakarta Pusat,15190,58–2022-01-14–2022-01-16–62–131
2022-01-16,Rumix,Christian Sugiarto,Jl Cikini Raya 90 Hias Rias Plaza,Jakarta Pusat,15190,65–2022-01-14–2022-01-16–62–63
2022-01-16,HNA-houseware,Beng Phiau,Jl Baskara Sari 92,Kota Pasuruan,17038,107–2022-01-14–2022-01-16–34–50
2022-01-16,officeXpres,Beng Phiau,Jl Baskara Sari 92,Kota Pasuruan,17038,127–2022-01-13–2022-01-16–34–96
2022-01-16,lbagstore,Darmadi Karjanto Putro,Jl Pinangsia III/15,Jakarta Pusat,17167,182–2022-01-15–2022-01-16–68–10
2022-01-16,Electron,Anak Agung Gde Agung,Jl Sisingamangaraja Km 5.5/10,Sumatera Utara,16555,213–2022-01-14–2022-01-16–9–73
2022-01-16,Putra Jaya 88,Dany Subrata,Jl Metro Permata Bl A-2/33,Jakarta Pusat,15640,230–2022-01-15–2022-01-16–66–13
2022-01-16,Solusi Fingerprint,Muddai Madang,Jl Nibung Raya 129,Sumatera Utara,16421,240–2022-01-13–2022-01-16–123–66
2022-01-16,Deli Stationery,BHAYANG SURYADIMADJA,Jl Gondangdia Lama 24,Jakarta Pusat,16116,248–2022-01-13–2022-01-16–46–56
2022-01-16,USFA-STORE,Execorp Limited,Jl Raden Saleh Ruko Metro Permata Bl A-2/33,Jakarta Pusat,15758,316–2022-01-14–2022-01-16–107–126
2022-01-16,Online Kios,Mugijanto Sugijono,Jl Dahlia Bl E/6 Kompl Tmn Modern,Jakarta Selatan,15432,322–2022-01-15–2022-01-16–124–68
2022-01-16,Putra Jaya 88,David Kristian,Jl Gedeh 30-A,Sumatera Utara,15313,346–2022-01-14–2022-01-16–81–13
2022-01-16,sahabatmulya74,Muhammad Alatas,Jl Psr Blauran Baru C/3,Kota Pasuruan,16687,347–2022-01-15–2022-01-16–127–107
2022-01-16,ArEr fashion,Andhika Anindyaguna Hermanto,Jl Iskandarsyah II 2 Pasaraya Blok M,Jakarta Utara,15174,353–2022-01-14–2022-01-16–13–133
2022-01-16,MAP.Store,Andi Zainal A. Dulung,Jl Pagesangan IV 41,Kota Pasuruan,16529,368–2022-01-13–2022-01-16–17–49
2022-01-16,Hi-Cook Official,Andi Gunawan Wibowo,Jl H Dilun Raya 113 Kel Ulujami Kec Pesanggrahan,Jakarta Utara,16276,432–2022-01-14–2022-01-16–15–35
2022-01-16,Online Kios,Basuiki Puspoputro,Jl Kb Jati C-14/54,Kota Bandung,17064,498–2022-01-13–2022-01-16–24–68
2022-01-16,NOSH,Eka Sinto Kasih Tjia,Jl Sri Tanjung Pd Wage Indah F/17-19,Kota Pasuruan,15430,521–2022-01-14–2022-01-16–90–214
2022-01-16,lbagstore,Johan Soedibjo,Jl Probolinggo 5,Jakarta Barat,17273,524–2022-01-14–2022-01-16–118–10
2022-01-16,Kasirco,Andreas Andikha Bunanta,Jl Mampang Prapatan Raya 106 Plaza Basmar,Jakarta Selatan,16591,591–2022-01-13–2022-01-16–23–75
2022-01-16,Electron,Isenta Hioe,Jl Mandiri 9,Jakarta Barat,17224,624–2022-01-14–2022-01-16–114–73
2022-01-16,AINUN17 SHOP,Johanes Herkiamto,Jl Raya Kalimalang 1,Jakarta Selatan,16882,630–2022-01-15–2022-01-16–122–72
2022-01-16,Rumahku Official,Irwan Hermanto,Jl Albaido I 29-30,Jakarta Barat,15246,667–2022-01-15–2022-01-16–113–23
2022-01-16,Deli Stationery,Johan Tandean,Jl Raya Kebayoran Lama Permata Kebayoran Plaza Bl A/12,Jakarta Barat,15719,669–2022-01-13–2022-01-16–120–56
2022-01-16,Ojol Station,Hiramsyah Sambudhy Thaib,Jl Tmn Apsari 9 C,Kota Pasuruan,15419,671–2022-01-15–2022-01-16–111–139
2022-01-16,TOKO BESI TIMUR JAYA,Emily Stephana Djauhari,Jl Tabanas 22 Kompl Bank,Jakarta Pusat,17000,692–2022-01-15–2022-01-16–98–17
2022-01-16,web komputindo,Amalia,Jl Paseban 3 C,Jakarta Barat,16456,11–2022-01-15–2022-01-16–6–102
2022-01-17,UTAMA_ELECTRONIC,Evi Hamdani,Jl Senen Raya Proy Senen Bl IV P-4/11,Jakarta Pusat,16417,351–2022-01-15–2022-01-17–102–12
2022-01-17,GrafikaKita - Tech Official Jakarta,Benny Tjokrosapoetro,Jl Cideng Tmr 38,Jakarta Selatan,15744,54–2022-01-15–2022-01-17–41–87
2022-01-17,FZR3,Darwin Leo,Jl Cikini Raya 8,Jakarta Pusat,16509,372–2022-01-16–2022-01-17–75–116
2022-01-17,lapak atk,Benny Tjokrosapoetro,Jl Cideng Tmr 38,Jakarta Selatan,15744,712–2022-01-15–2022-01-17–41–92
2022-01-17,Batik MasTri Solo,Christian Sugiarto,Jl Cikini Raya 90 Hias Rias Plaza,Jakarta Pusat,15190,178–2022-01-15–2022-01-17–62–130
2022-01-17,agni-idstore,BEATRICE EL,Jl Kb Jeruk 10,Jakarta Selatan,17233,21–2022-01-14–2022-01-17–30–171
2022-01-17,TJJ shop,Johan Arifkaja Adi Lesmana,Jl Kertanegara 4,Jakarta Barat,16588,335–2022-01-15–2022-01-17–117–2
2022-01-17,Meliyana,Darmo Suwito Barwin,Jl Jelambar Ilir 2,Jakarta Pusat,15353,131–2022-01-14–2022-01-17–73–40
2022-01-17,ind_jaket999,David Alexander Yuwono,Jl Dr Cipto 48 A,Kota Solo,15318,286–2022-01-15–2022-01-17–80–147
2022-01-17,Belanja Elektronik,Andang Bachtiar,Jl Kedoya Akasia V Bl B/6 RT 006/04,Jakarta Utara,15394,427–2022-01-14–2022-01-17–12–8
2022-01-17,Hs stationary and fancy,Muhammad Agus,Jl Balai Rakyat 3 RT 001/01,Jakarta Selatan,16710,495–2022-01-15–2022-01-17–125–80
2022-01-17,onesix16,Beng Phiau,Jl Baskara Sari 92,Kota Pasuruan,17038,568–2022-01-16–2022-01-17–34–152
2022-01-17,Putra Jaya 88,Johan Soedibjo,Jl Probolinggo 5,Jakarta Barat,17273,219–2022-01-15–2022-01-17–118–13
2022-01-17,Deli Stationery,Christian Nainggolan,Jl Raya Ciracas 4,Jakarta Pusat,15285,488–2022-01-14–2022-01-17–59–56
2022-01-17,ZenLiving,Amalia,Jl Paseban 3 C,Jakarta Barat,16456,163–2022-01-15–2022-01-17–6–44
2022-01-17,House of Smith Official,Bintoro Wong,Jl Talang Ujung 40 D,Jakarta Pusat,15341,89–2022-01-14–2022-01-17–50–118
2022-01-17,Rumahku Official,Betty Ang,Jl Kakap III 25,Jakarta Selatan,17260,610–2022-01-14–2022-01-17–45–23
2022-01-17,BioCloud Absensi Online,Benny Setiawan,Jl CiKota Denpasargo 225,Jakarta Selatan,16697,299–2022-01-15–2022-01-17–39–89
2022-01-17,Frozenshop - Toko Baju Pria Formal dan Kasual,Emily Stephana Djauhari,Jl Tabanas 22 Kompl Bank,Jakarta Pusat,17000,17–2022-01-14–2022-01-17–98–145
2022-01-17,Central_Distro,Johan Arifkaja Adi Lesmana,Jl Kertanegara 4,Jakarta Barat,16588,291–2022-01-15–2022-01-17–117–128
2022-01-17,Livehaf Official,Bernie Prajoga,Jl Casa 2,Kota Bandung,16858,470–2022-01-14–2022-01-17–44–123
2022-01-17,Hs stationary and fancy,Darwin Sutanto,Jl Cilincing Raya 43 A,Jakarta Pusat,17010,631–2022-01-15–2022-01-17–78–80
2022-01-17,Kiswara.co.id-Surabaya,Darwin Silalahi,Jl Banyumanik Raya 77,Kota Solo,17056,281–2022-01-16–2022-01-17–76–104
2022-01-17,Human Greatness Labs,Bob Yanuar,Jl Percetakan Negara II 24,Jakarta Pusat,16675,18–2022-01-16–2022-01-17–53–131
2022-01-17,Belanja Elektronik,Hioe Isenta and Ivy Lianawati,Jl Raya Alternatif Cibubur 23,Jakarta Pusat,17067,710–2022-01-16–2022-01-17–110–8
2022-01-17,web komputindo,Darwin Silalahi,Jl Banyumanik Raya 77,Kota Solo,17056,16–2022-01-14–2022-01-17–76–102
2022-01-17,erjucom,Amalia Aristiningsih,Jl Gn Sahari 51/12 A,Jakarta Barat,16325,698–2022-01-16–2022-01-17–7–14
